title,price,old_price,discount_offer,image_urls,images
TP-Link Neffos X9 Space Black (TP913A) ,9990,nan,0,https://img.mvideo.ru/Pdb/30040371m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040371m.jpg', 'path': 'full/a4b08742bfcdf386c5b482cf1e56a2d428bc022e.jpg', 'checksum': '96dcff15935f20dc49f53091be62a870'}]"
Apple iPhone 8 256GB Silver (MQ7D2RU/A) ,54990,57590,2600,https://img.mvideo.ru/Pdb/30030155m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030155m.jpg', 'path': 'full/acad64db5670a9375b667c34a2b202c70a062b9e.jpg', 'checksum': 'e709a19fba83a04b9ea50258e6446d98'}]"
Huawei Y5 Prime 2018 Gold (DRA-LX2) ,7990,nan,0,https://img.mvideo.ru/Pdb/30032659m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032659m.jpg', 'path': 'full/0d8e112a110183c17fadf1ae3e5a00df9a2e9298.jpg', 'checksum': '2dea786dbb970c05715bbebe810774c6'}]"
BQ mobile Strike Forward Black (BQ-5512L) ,6990,nan,0,https://img.mvideo.ru/Pdb/30040084m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040084m.jpg', 'path': 'full/31ad1fce801a709a3ee1f5dbe15817366486bc5e.jpg', 'checksum': 'bd5034e9c295d165a1ee31d92f0c4dc8'}]"
Samsung Galaxy J8 (2018) Gray (SM-J810F) ,13490,nan,0,https://img.mvideo.ru/Pdb/30038818m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038818m.jpg', 'path': 'full/2e29cc63d3945d9baad35f7fdd18ca7751a9ad16.jpg', 'checksum': '34a5b0d8c2a1c9546e895856c8dc888c'}]"
Samsung Galaxy J6 (2018) Gold (SM-J600F) ,15490,nan,0,https://img.mvideo.ru/Pdb/30038574m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038574m.jpg', 'path': 'full/6c25100106d078488a1a316cb550eb24c6f334ee.jpg', 'checksum': 'd5f3e214b93dfba1166b0c512247e048'}]"
Prestigio Grace P5 Duo Black (PSP5515) ,4590,nan,0,https://img.mvideo.ru/Pdb/30031651m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031651m.jpg', 'path': 'full/93091014e953b19b9ff251fda818e5c0ddeb63cf.jpg', 'checksum': '69023817c95060d8eec36a97cab8b786'}]"
BQ mobile Contact Black (BQ-5001L) ,5490,nan,0,https://img.mvideo.ru/Pdb/30039492m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039492m.jpg', 'path': 'full/af6a00ec0641342050013878235cb7b8a091ff5d.jpg', 'checksum': '15817d221106cde4cb5c5ed14391a30e'}]"
BQ mobile Next Music Gray (BQ-5707G) ,6990,nan,0,https://img.mvideo.ru/Pdb/30040087m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040087m.jpg', 'path': 'full/48d226ad987f8550f58b7660c6f8c905959cbe4b.jpg', 'checksum': 'a9279e6be7a8d66148c5eb7e74ea40ed'}]"
BQ mobile BQ-5300G Velvet View Mint Purple ,3990,nan,0,https://img.mvideo.ru/Pdb/30041522m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041522m.jpg', 'path': 'full/b65fd15805a67e18b1f4c3283c3bbc0e371f4955.jpg', 'checksum': '4eec2bc556eaa048aac048f58d776d7e'}]"
ASUS ZenFone Live ZB501KL 32Gb Black (4A027A) ,8990,nan,0,https://img.mvideo.ru/Pdb/30027868m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027868m.jpg', 'path': 'full/dc6dca2039203b341c555f3891921760e9d8dfe2.jpg', 'checksum': 'ccd4edec38cfa9598ce4efa93f98a63a'}]"
teXet TM-5071 Black ,4990,nan,0,https://img.mvideo.ru/Pdb/30038492m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038492m.jpg', 'path': 'full/11a28cb77c7e4294b890a79a052e57a9c1fbadff.jpg', 'checksum': '40cf36c85a4de2bee069631812468119'}]"
BQ mobile BQ-4501G Fox Easy Purple ,3390,nan,0,https://img.mvideo.ru/Pdb/30041505m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041505m.jpg', 'path': 'full/e952e3994c30a9c4c75dbaf50b745c6139288968.jpg', 'checksum': '602f7defc4c2c36e8bbc079c31cc3981'}]"
BQ mobile BQ-5000G Velvet Easy Blue ,3390,nan,0,https://img.mvideo.ru/Pdb/30041508m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041508m.jpg', 'path': 'full/091613eb569eb7780d6b627c2ec168ea6c72c260.jpg', 'checksum': '697d3997d9163153de21695bbfaaa243'}]"
Tecno Camon X Midnight  Black ,12990,nan,0,https://img.mvideo.ru/Pdb/30041596m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041596m.jpg', 'path': 'full/6c7a4d8d46bf3802e77849410f728348e9ac0aa6.jpg', 'checksum': 'f530e038456b07e002dce1ce3a133369'}]"
Motorola MOTO E5 Plus XT1924-1 Gold ,14990,nan,0,https://img.mvideo.ru/Pdb/30041975m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041975m.jpg', 'path': 'full/a8d5fd03c411a20b43334bec638790a2d04c45ff.jpg', 'checksum': 'ef42e05f28889a076a7c4e1245c09a97'}]"
Vertex Impress Click (3G) графит ,3990,nan,0,https://img.mvideo.ru/Pdb/30038804m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038804m.jpg', 'path': 'full/9f518421bf8161d464f9a00f6650cb0ab401b700.jpg', 'checksum': '742a8597f023237d50654114d2c32d6f'}]"
Vertex Impress Tor 4G Black/Orange ,8990,nan,0,https://img.mvideo.ru/Pdb/30029474m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029474m.jpg', 'path': 'full/7e5113b57794d2f429cca531ceb6cf5e5ed97685.jpg', 'checksum': 'e8dc96063b1659ca4c15f7ef60027884'}]"
BQ mobile BQ-5702 Spring Black ,4990,nan,0,https://img.mvideo.ru/Pdb/30041927m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041927m.jpg', 'path': 'full/de83e5a3babc897416698358c922940733c40ef0.jpg', 'checksum': 'bb13fd4ec974c75d9fd643b64952e510'}]"
ASUS ZenFone 5 ZE620KL 64Gb White(1B062RU) ,24990,nan,0,https://img.mvideo.ru/Pdb/30041239m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041239m.jpg', 'path': 'full/7fc3b700c04c13a3a5233c903852fc1c88f34d8d.jpg', 'checksum': 'b787c305631dd85f37ee1337e3bca119'}]"
ASUS Zenfone 5Z ZS620KL 64Gb (2H033RU) ,37990,nan,0,https://img.mvideo.ru/Pdb/30038739m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038739m.jpg', 'path': 'full/c16a87cfc782132cb024009722997df1659f6c65.jpg', 'checksum': 'd39c90c5629108677443c96d08093ff9'}]"
Vivo Y95 Aurora Red ,18990,nan,0,https://img.mvideo.ru/Pdb/30041483m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041483m.jpg', 'path': 'full/5a1b80f2b1085ba8e92c4e8c5794f8e93267162c.jpg', 'checksum': '6bb645f715e40acddb66630da1b2c2ec'}]"
Samsung Galaxy J1 mini Prime (2017) Black (SM-J106F) ,5490,nan,0,https://img.mvideo.ru/Pdb/30029380m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029380m.jpg', 'path': 'full/2422272c722d2bda25fcc0fcb8d094393f452ad3.jpg', 'checksum': '8b1a45dcae11ce20622e243e0d5da1e3'}]"
Honor 10 128Gb/8Gb Phantom Blue ,34990,nan,0,https://img.mvideo.ru/Pdb/30041294m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041294m.jpg', 'path': 'full/be79001a1951b4263b2236b331355a1df365828b.jpg', 'checksum': '0729a4567653f60d31ae841227d5558c'}]"
Samsung Galaxy J7 (2017) Black (SM-J730FM) ,11990,nan,0,https://img.mvideo.ru/Pdb/30029483m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029483m.jpg', 'path': 'full/41435a92157e608a3ad2e6047f5be748b3e99acf.jpg', 'checksum': '0080d0da9ddc93a1cd7b252c30a61715'}]"
BQ mobile BQ-5300G Velvet View Black ,3990,nan,0,https://img.mvideo.ru/Pdb/30041518m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041518m.jpg', 'path': 'full/e13c0ac4a40b75f6ac9ff272f6447dd7490dd95a.jpg', 'checksum': '32871f070aec727abde6822413285958'}]"
Motorola MOTO E5 XT1944-2 ,10990,nan,0,https://img.mvideo.ru/Pdb/30041973m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041973m.jpg', 'path': 'full/280093493e439456aab4ae3411095372a1262853.jpg', 'checksum': 'a8307e51e42b4c803a3b0a62de5b7210'}]"
Vertex Impress Tiger 4G Gold ,5490,nan,0,https://img.mvideo.ru/Pdb/50115740m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/50115740m.jpg', 'path': 'full/9326bd5f00f76650adb806fc8cd80c4c5d536f1e.jpg', 'checksum': '8fa3deb61c7516e719c22e7a8e12895d'}]"
Digma VOX FIRE 4G 8Gb Gray ,3790,nan,0,https://img.mvideo.ru/Pdb/30031610m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031610m.jpg', 'path': 'full/eacef16932125dec2cc2c3e37ca298d777bb74fc.jpg', 'checksum': '20ee91098f30959246eca5f7e10ec569'}]"
Apple iPhone 6s Plus 128GB Rose Gold (MKUG2RU/A) ,41990,nan,0,https://img.mvideo.ru/Pdb/30023535m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30023535m.jpg', 'path': 'full/043dca3749186955f7a0e4709c44df0185a4b4c2.jpg', 'checksum': 'ea20e6f6a808e7bd00d1fce3b9bb27f2'}]"
Sony Xperia XA1 White (G3112) ,14990,nan,0,https://img.mvideo.ru/Pdb/30028115m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028115m.jpg', 'path': 'full/f300da219b463af44f3bc93c586e69213ef1ec46.jpg', 'checksum': '73f51b71e8854193d1e40f84adf1b565'}]"
Apple iPhone 8 256GB Gold (MQ7E2RU/A) ,54990,57590,2600,https://img.mvideo.ru/Pdb/30030156m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030156m.jpg', 'path': 'full/d7b2639e1a5dc7576f6d1d451faf9d0248dee244.jpg', 'checksum': 'fa128e5f041fd31b613ff4fb221c27b7'}]"
Apple iPhone 7 128Gb Silver (MN932RU/A) ,43990,nan,0,https://img.mvideo.ru/Pdb/30026210m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026210m.jpg', 'path': 'full/92be615b6401a6d4877a8aae7612d3b10bb50cf1.jpg', 'checksum': 'f5e690b43cd256e51c565a3b9bdeb279'}]"
BQ mobile Rich Black (BQ-5012L) ,4490,nan,0,https://img.mvideo.ru/Pdb/30032364m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032364m.jpg', 'path': 'full/29b32161370599e15b91959d9ea175c0327ce888.jpg', 'checksum': 'e7424ed839f3faa569e0dcad1c94e7a9'}]"
Meizu M6 Note 16Gb+3Gb Blue (M721H) ,12990,nan,0,https://img.mvideo.ru/Pdb/30031755m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031755m.jpg', 'path': 'full/1e634febc429d7ca22bf923360c66369e6f9d0c0.jpg', 'checksum': '384c089bc1026ff2dfece352d0c5acf1'}]"
OnePlus 5 128Gb+8Gb Midnight Black ,34990,nan,0,https://img.mvideo.ru/Pdb/30029854m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029854m.jpg', 'path': 'full/8a5cc8cb9531ef4418391d61ee8d34d9bddc11c0.jpg', 'checksum': '85d92957007344b0eb5f6ba81b6a5e09'}]"
Samsung Galaxy J6 (2018) Gray (SM-J600F) ,15490,nan,0,https://img.mvideo.ru/Pdb/30038573m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038573m.jpg', 'path': 'full/c4664b1acf53cb752b00f89813e6567918a0d0bd.jpg', 'checksum': '39edc95f88af416c0d29a8a7485e7288'}]"
TP-Link Neffos Neffos X1 16Gb Cloudy Grey (TP902A) ,6490,nan,0,https://img.mvideo.ru/Pdb/30029444m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029444m.jpg', 'path': 'full/f649ebba10c9312c27fd8ee2b679d18a4fe7d6d7.jpg', 'checksum': '82a92044f9ab721d58d9b06f155166b8'}]"
Sony Xperia XZ3 Silver (H9436) ,54990,nan,0,https://img.mvideo.ru/Pdb/30040360m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040360m.jpg', 'path': 'full/2504b1df97c94ebcb891eb32fd67a8077f2678a2.jpg', 'checksum': '52443c6d0b6588ba96b00aa2361fe46c'}]"
LG G6a Blue (H870S) ,24990,nan,0,https://img.mvideo.ru/Pdb/30031479m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031479m.jpg', 'path': 'full/71cea97fb21e22c51a03f52e77ab2f12e8813122.jpg', 'checksum': 'eae62b87bf237b1fccd09a50632c761f'}]"
OPPO Rx17 Pro Dark Emerald (CPH1877) ,49990,nan,0,https://img.mvideo.ru/Pdb/30041188m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041188m.jpg', 'path': 'full/aea05a515efbc621babd2026b854e2701ae4c1ea.jpg', 'checksum': '5cde8f658eb4fd9fa705aea90858755e'}]"
Sony Xperia XA2 DS Blue (H4113) ,19990,nan,0,https://img.mvideo.ru/Pdb/30032102m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032102m.jpg', 'path': 'full/76a52fa671c9e75e380aa48f24432e126676b87d.jpg', 'checksum': '5668864b9af1e77cf6e3093fae157585'}]"
HTC 10 32Gb Topaz Gold ,19595,27990,8395,https://img.mvideo.ru/Pdb/30026035m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026035m.jpg', 'path': 'full/2c5fd42ddac2be7c481df339f589e89c32c378e4.jpg', 'checksum': '8bb34d20fff38c7a4cef669775094cdc'}]"
Sony Xperia XA2 DS Pink (H4113) ,19990,nan,0,https://img.mvideo.ru/Pdb/30032103m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032103m.jpg', 'path': 'full/ef53746e968f44b388e18bb38c484af6d5689cf6.jpg', 'checksum': 'fb400c3b5f70087fc58b45df234b5291'}]"
Sony Xperia L1 Dual Pink (G3312) ,9990,nan,0,https://img.mvideo.ru/Pdb/30029526m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029526m.jpg', 'path': 'full/48ae54c744f1d8b97c48381118079e90556a676a.jpg', 'checksum': '2ca5d4cbeb39290bf01d0457e62964f0'}]"
BQ mobile Universe Gold (BQ-6015L) ,11990,nan,0,https://img.mvideo.ru/Pdb/30040089m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040089m.jpg', 'path': 'full/4b1955fa70f088e2834755256942759fc404ec9c.jpg', 'checksum': 'e10dfbb520d0aa66737b97e88816dd15'}]"
BQ mobile BQ-5300G Velvet View Gold ,3990,nan,0,https://img.mvideo.ru/Pdb/30041520m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041520m.jpg', 'path': 'full/a0172646833877f4555186d171e7561e778ad47c.jpg', 'checksum': 'ca3f5d5f1b467947f2a45a80619e5442'}]"
Nokia 7.1 DS TA-1095 STEEL ,18990,nan,0,https://img.mvideo.ru/Pdb/30041890m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041890m.jpg', 'path': 'full/788cdff7e43967762bf1fea6b94f538199a77e03.jpg', 'checksum': '883d6c1f56d038ad6bcbc19a687808f5'}]"
BQ mobile BQ-4501G Fox Easy Gold ,3390,nan,0,https://img.mvideo.ru/Pdb/30041504m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041504m.jpg', 'path': 'full/32598bbe750fe577c9e5367e32e2311432fb4352.jpg', 'checksum': '602f7defc4c2c36e8bbc079c31cc3981'}]"
BQ mobile Jumbo Gold (BQ-6001L) ,8990,nan,0,https://img.mvideo.ru/Pdb/30039495m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039495m.jpg', 'path': 'full/e35e2b5dff4f83a097fb23eab342ac80ce9a6b87.jpg', 'checksum': 'cadb10bbfdb1622a27e0f30d3ade08f7'}]"
Sony Xperia XZ Dual Platinum (F8332 ) ,20995,29990,8995,https://img.mvideo.ru/Pdb/30026631m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026631m.jpg', 'path': 'full/db45dad125e89c9d6ff04f1ab1d9a2984590c0cd.jpg', 'checksum': '86b532e03915a8bd889739bc172c99ea'}]"
Prestigio Grace P5 Duo Gold (PSP5515) ,4590,nan,0,https://img.mvideo.ru/Pdb/30031652m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031652m.jpg', 'path': 'full/90cdce76bb42df65442e60621fd8768c33f05390.jpg', 'checksum': '401d0f152098e125456444a47dc96925'}]"
Motorola Moto Z White/Gold (SM4389AD1U1) ,13990,nan,0,https://img.mvideo.ru/Pdb/30027141m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027141m.jpg', 'path': 'full/ff8d06fe7141946b03e61de7c98a68b510c48af1.jpg', 'checksum': 'fdf9a041b0fe229d88b07e6c340bb405'}]"
BQ mobile Space Gold (BQ-5201) ,7490,nan,0,https://img.mvideo.ru/Pdb/30029795m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029795m.jpg', 'path': 'full/59d805306c095155c65880607d6637b1cd896188.jpg', 'checksum': 'd83e1216dd68160b705084c671ca2d80'}]"
Vivo NEX Black (1805) ,46990,nan,0,https://img.mvideo.ru/Pdb/30039307m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039307m.jpg', 'path': 'full/0a696531c7101d558abfb8eee0a76d315e53b5b1.jpg', 'checksum': '4065230b2f72a0f5925f257933dc7b2f'}]"
Prestigio Muze B3 Duo Wine (PSP3512) ,4990,nan,0,https://img.mvideo.ru/Pdb/30029996m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029996m.jpg', 'path': 'full/479ad00342b053ec8f5bb8d2f7751841801239a3.jpg', 'checksum': '30d6bf51bbbbc06a4b34da31c43b78c7'}]"
Apple iPhone 6s 128GB Space Gray (MKQT2RU/A) ,34990,nan,0,https://img.mvideo.ru/Pdb/30023520m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30023520m.jpg', 'path': 'full/208eb983e5cc7efba39a0323486e7d7c2f00a5bd.jpg', 'checksum': 'eb2e8351d5cad484dfc302dc7468a78f'}]"
BQ mobile Space Lite Gold (BQ-5202) ,8190,nan,0,https://img.mvideo.ru/Pdb/30029793m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029793m.jpg', 'path': 'full/1de3f37b793bd1e884ce55d118c46583c3c70878.jpg', 'checksum': '547fb8ca4e9581e1e74558459426dfc2'}]"
Apple iPhone 7 Plus 32Gb Jet Black (MQU72RU/A) ,42990,44590,1600,https://img.mvideo.ru/Pdb/30030302m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030302m.jpg', 'path': 'full/190774a70cc96852edfb3088755b70d3a1ed1ab5.jpg', 'checksum': 'b609f19e3deed12cb71db5fe9e00c108'}]"
Sony Xperia XA1 Gold (G3112) ,14990,nan,0,https://img.mvideo.ru/Pdb/30028113m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028113m.jpg', 'path': 'full/e127cf13e96c6e30eef9c40f560efe115bc0f4ce.jpg', 'checksum': '005780602e5634b3552e4732c0efaa74'}]"
Sony Xperia XZ2 DS Liquid Silver (H8266) ,39990,nan,0,https://img.mvideo.ru/Pdb/30032588m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032588m.jpg', 'path': 'full/3f7050c99722c7da3d470d19f29ee8aec222130d.jpg', 'checksum': '397da9d6a3ebf823071ba991e20b2395'}]"
Motorola MOTO E5 Plus XT1924-1 Grey ,14990,nan,0,https://img.mvideo.ru/Pdb/30041976m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041976m.jpg', 'path': 'full/c868e44f5da8f4d5f553404fc0bfc6e5eb5770c3.jpg', 'checksum': 'b1e2676838fd8f73ee64405fa97782cc'}]"
BQ mobile Strike LTE Gold Brushed (BQ-5044) ,5990,nan,0,https://img.mvideo.ru/Pdb/30029784m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029784m.jpg', 'path': 'full/702b195c3f1506d7e9af831719aaa4e3540e3048.jpg', 'checksum': 'ebe84c97566272af7159eff7a211cd1c'}]"
BQ mobile Velvet Black (BQ-5035) ,4190,nan,0,https://img.mvideo.ru/Pdb/30030486m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030486m.jpg', 'path': 'full/427ef4eedfc4d94e8a9a40f97eca899479f533b8.jpg', 'checksum': 'ef84f139aa49ec978a07e257e9a65471'}]"
BQ mobile Space Lite Black (BQ-5202) ,7990,nan,0,https://img.mvideo.ru/Pdb/30029792m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029792m.jpg', 'path': 'full/9ed0521b3d8991aa5fc549303c06493de1bba953.jpg', 'checksum': '9f5114bece9fbf69bf1ee3e2ed4f43bf'}]"
BQ mobile BQ-5300G Velvet View Blue ,3990,nan,0,https://img.mvideo.ru/Pdb/30041519m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041519m.jpg', 'path': 'full/04634201be431a203b70d956ff4bbe95f536cd8d.jpg', 'checksum': 'e68ad5e75951c386ec88201ba0560ecf'}]"
Sony Xperia XZ2 Premium DS Chrome Black (H8166) ,64990,nan,0,https://img.mvideo.ru/Pdb/30038873m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038873m.jpg', 'path': 'full/79905ab354f0542dac639aeee4b37c30f4a53977.jpg', 'checksum': 'c4514d9edd863c014e44592541ac83e1'}]"
BQ mobile BQ-4501G Fox Easy Rose Gold ,3390,nan,0,https://img.mvideo.ru/Pdb/30041506m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041506m.jpg', 'path': 'full/60efa9321a2d39a1ee8e0d12d28633c81652c73d.jpg', 'checksum': '602f7defc4c2c36e8bbc079c31cc3981'}]"
Digma VOX E502 4G 16Gb Black ,4790,nan,0,https://img.mvideo.ru/Pdb/30038470m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038470m.jpg', 'path': 'full/3f2e8ea1a14663a53783900583c652477fc131c7.jpg', 'checksum': 'a64334c2347efbf8d7c8358e89d5125c'}]"
teXet TM-5581 Blue ,5690,nan,0,https://img.mvideo.ru/Pdb/30038677m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038677m.jpg', 'path': 'full/ab04ecbdcc2a27012f539a5eb4e56e7644abfe93.jpg', 'checksum': 'b471017a0aa8609ed332df9f8b8f2fa6'}]"
HTC Desire 12 32Gb Warm Silver ,10990,nan,0,https://img.mvideo.ru/Pdb/30038788m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038788m.jpg', 'path': 'full/7b01ae477c65b504585aef17b69d65be52438d97.jpg', 'checksum': 'dff56bf6bfb94dd4ba2f304dc069001f'}]"
Digma VOX S509 3G 16Gb Gray ,5190,nan,0,https://img.mvideo.ru/Pdb/30038479m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038479m.jpg', 'path': 'full/8860a69d8d264499c255d9f4b2c8f3fc150dd227.jpg', 'checksum': '3db9dff88891977dce8fb16120f3a86b'}]"
Apple iPhone 6s Plus 16GB Space Gray (FKU12RU/A) восст. ,25990,nan,0,https://img.mvideo.ru/Pdb/30038661m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038661m.jpg', 'path': 'full/db56f49d0ced8e67db977e226477a7fa08e85c44.jpg', 'checksum': 'aa910a8745b3dac407fee9f0cd782f2f'}]"
BQ mobile BQ-5000G Velvet Easy Black ,3390,nan,0,https://img.mvideo.ru/Pdb/30041507m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041507m.jpg', 'path': 'full/a0854db502ad24a89bb019fa2c16ac32aae42a6e.jpg', 'checksum': '16233c9a7033f855e7363e427b342213'}]"
BQ mobile BQ-5000G Velvet Easy Silver ,3390,nan,0,https://img.mvideo.ru/Pdb/30041511m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041511m.jpg', 'path': 'full/0371684a5b2841f5ba696a735b73147b5231eabf.jpg', 'checksum': 'd986f2f902799ca27a129e9e17e4be4c'}]"
BQ mobile BQ-5002G FUN Dark Glossy Light Blue ,3390,nan,0,https://img.mvideo.ru/Pdb/30041515m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041515m.jpg', 'path': 'full/075c540549d1645b1475fcd6465c73c272c3d77b.jpg', 'checksum': '12d4ab1ee3245b4ced2220d07aade413'}]"
BQ mobile BQ-5511L Bliss Black ,5990,nan,0,https://img.mvideo.ru/Pdb/30041551m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041551m.jpg', 'path': 'full/8b96184644bbf4d636fbd2bde578d9520ccecff3.jpg', 'checksum': '5739fce6abc5624a8e520cbd1b14b717'}]"
BQ mobile BQ-5008L Brave Black ,6790,nan,0,https://img.mvideo.ru/Pdb/30041388m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041388m.jpg', 'path': 'full/a534aed11b551bfeec890b1b8117fada201dfcaf.jpg', 'checksum': 'd03a649ad36e37099e9b2c0beef48ab5'}]"
Irbis SP517 Silver ,4290,nan,0,https://img.mvideo.ru/Pdb/30042073m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042073m.jpg', 'path': 'full/bb7f88965e565ce2381ec59c3f60a1f1727b99f8.jpg', 'checksum': 'd8d4f01a9fcf9392c1c15d3072a94049'}]"
HTC U12+ 6/64 Ceramic Black (2Q55100) ,48590,nan,0,https://img.mvideo.ru/Pdb/30039123m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039123m.jpg', 'path': 'full/294ffdf335952015a7873f06d8f725e4c32a8ce9.jpg', 'checksum': '2f366073d008fe1316f445cd282b11a7'}]"
Itel A14 Dark Blue ,2990,nan,0,https://img.mvideo.ru/Pdb/30041564m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041564m.jpg', 'path': 'full/2a29473b5b67bbe907d8dda1f5100dc4cd036fae.jpg', 'checksum': 'b0e3bce43c372684a623a7a6bd8708d0'}]"
Itel A45 Midnight Black ,5990,nan,0,https://img.mvideo.ru/Pdb/30041567m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041567m.jpg', 'path': 'full/1e6d0994e10c8218537e226793c98829d349eee5.jpg', 'checksum': 'd1ccca3525e4037619093125348a71f1'}]"
TP-Link Neffos C5S Dark Grey ,4990,nan,0,https://img.mvideo.ru/Pdb/30042075m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042075m.jpg', 'path': 'full/0b971bb1732741b2d01b87ed6e0033eb2a182c9e.jpg', 'checksum': '53ee63b8493ce62c43830443a33bb26f'}]"
Vivo Y85 4Gb+64Gb Black (1726) ,16990,nan,0,https://img.mvideo.ru/Pdb/30040287m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040287m.jpg', 'path': 'full/d64a1cf076bdba7c023dab68ce9d6fbb582d27fd.jpg', 'checksum': 'ab808632e1f1ef2818ac330cc826fb77'}]"
BQ mobile Universe Gray (BQ-6015L) ,12990,nan,0,https://img.mvideo.ru/Pdb/30040090m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040090m.jpg', 'path': 'full/7b39c0326e514ad0bc216f5435ea253537ce7e6b.jpg', 'checksum': '2c2e862aad0b63a9b8d4c542de2b907b'}]"
